estmethod,imv_full,imv_mean,imv_sd,attribute,modeltype,rep
mp,0.03272269655046133,0.048391974635787274,0.0037537331972091886,linear,DINA,19
MAP,0.03659040192063077,0.037062979882068164,0.005724130090204662,linear,DINA,20
mp,0.0402236754090909,0.04738742286493457,0.0032898683878705174,linear,DINA,20
MAP,0.034687764882136735,0.03823961667766105,0.013860615544260326,linear,DINA,21
mp,0.03676491320398167,0.052172713373831295,0.01114323255674615,linear,DINA,21
MAP,0.02773217362023294,0.03536894982810055,0.007248407994188246,linear,DINA,22
mp,0.031384832172087845,0.043283685218052516,0.004419684689345041,linear,DINA,22
MAP,0.037403441381580645,0.03662800428975126,0.022177940412064577,linear,DINA,23
mp,0.03879119159666374,0.045889961672802154,0.026342665617789137,linear,DINA,23
MAP,NA,NA,NA,linear,DINA,24
mp,NA,NA,NA,linear,DINA,24
MAP,0.03308371734805633,0.03555184890389806,0.005699418008493917,linear,DINA,25
mp,0.03672806573513945,0.05053624328501516,0.00310145030514911,linear,DINA,25
MAP,0.030537353283643494,0.03057573976594002,0.009937001353213473,linear,DINA,26
mp,0.03294892493514521,0.0438670395456418,0.010237319739007399,linear,DINA,26
MAP,0.03232421137221018,0.040451442958595804,0.01092801206002939,linear,DINA,27
mp,0.03452179883283342,0.047778843065866466,0.009200480764205115,linear,DINA,27
MAP,0.03013704123233133,0.03551494186067248,0.009008189311361468,linear,DINA,28
mp,0.03408825805577949,0.04562576944210114,0.010883483689467977,linear,DINA,28
MAP,0.04259734477648574,0.05250170684542251,0.007387406577007562,linear,DINA,29
mp,0.045916192854755455,0.06200192209634944,0.005485872934613218,linear,DINA,29
MAP,0.03812730379901353,0.037349649790167125,0.011831528887738136,linear,DINA,30
mp,0.03994938299455815,0.05672428991737414,0.0022556559814930436,linear,DINA,30
MAP,0.03458810575547088,0.04184598079295766,0.011603727423084575,linear,DINA,31
mp,0.03758879915298679,0.05154156227817608,0.009295942787276225,linear,DINA,31
MAP,0.03316967726364421,0.04469825950266479,0.004832837461273729,linear,DINA,32
mp,0.03567880965094502,0.051253698578448366,0.004029729129290869,linear,DINA,32
MAP,0.03352974876630724,0.039819002105472436,0.009584365996162995,linear,DINA,33
mp,0.03532746850371599,0.05144115345780098,0.008791242410462419,linear,DINA,33
MAP,0.03701249621335049,0.0380328696554081,0.006793257201464892,linear,DINA,34
mp,0.04005618206930934,0.04952134655924323,0.002845123622395609,linear,DINA,34
MAP,0.03126045949745398,0.036099393178688176,0.014684677594760982,linear,DINA,35
mp,0.034792794957097785,0.048670896109847,0.00823930087312607,linear,DINA,35
MAP,NA,NA,NA,linear,DINA,36
mp,NA,NA,NA,linear,DINA,36
MAP,0.034556726109411795,0.03745688643786033,0.010626457579533094,linear,DINA,37
mp,0.036315048139226466,0.050780123724275796,0.006435131580821826,linear,DINA,37
MAP,0.03514619949176025,0.04400161060616415,0.00821938135006939,linear,DINA,38
mp,0.03804953710748082,0.05203095309729559,0.005672590974345422,linear,DINA,38
MAP,0.029672427263528697,0.04226055323028092,0.007221743279094777,linear,DINA,39
mp,0.03176801047068892,0.047509680162073645,0.006958984765020371,linear,DINA,39
MAP,0.02959595570420431,0.03102731763081654,0.018996768669710836,linear,DINA,40
mp,0.031316180771333996,0.03903977523039287,0.02229773451970534,linear,DINA,40
MAP,0.032407807589752334,0.030769285032877285,0.01909972158553799,linear,DINA,41
mp,0.03488972498100925,0.03941511717283207,0.02295243654123065,linear,DINA,41
MAP,0.028462120708452845,0.03662891886541227,0.0022717881096567622,linear,DINA,42
mp,0.02991586996690002,0.043652143977544,0.003604094341572206,linear,DINA,42
MAP,0.030851581013362078,0.03739173183930511,0.021401453573496234,linear,DINA,43
mp,0.03316578876392055,0.04141969962686059,0.0235439907132849,linear,DINA,43
MAP,0.03343199031412739,0.0384620767630696,0.0072426069889500325,linear,DINA,44
mp,0.03592703473480011,0.049524326010326,0.004732364498726239,linear,DINA,44
MAP,0.03217517992457199,0.03137354045880631,0.0051550676744109005,linear,DINA,45
mp,0.03414700760027819,0.04727052744146171,0.004948430403787081,linear,DINA,45
MAP,0.03292498746851458,0.038171045767725585,0.006652300786876273,linear,DINA,46
mp,0.0355644823370519,0.04957577119804933,0.004389911236990444,linear,DINA,46
