estmethod,imv_full,imv_mean,imv_sd,attribute,modeltype,rep
mp,0.034061409166644886,0.03594131358205573,0.006005542333989595,linear,GDINA,38
MAP,0.025669237324834126,0.020674984489085637,0.005570795083776998,linear,GDINA,39
mp,0.03091369803337347,0.03294920609462577,0.0032559499512799994,linear,GDINA,39
MAP,0.03417391188161959,0.02690604131839353,0.006784062255584401,linear,GDINA,40
mp,0.039557926494841716,0.04510312710505072,0.00855380445777791,linear,GDINA,40
MAP,0.032483681580856044,0.016988119505323272,0.009559641629775156,linear,GDINA,41
mp,0.037421368477576815,0.03671447473437971,0.005497402370376371,linear,GDINA,41
MAP,0.03716628310072836,0.03001120433493673,0.01649004487984542,linear,GDINA,42
mp,0.040147061790225716,0.049487327488242604,0.008614398709915809,linear,GDINA,42
MAP,0.024572549573332724,0.016315088762214866,0.010678842353068891,linear,GDINA,43
mp,0.029119100635254004,0.03141752589389797,0.007577001627872344,linear,GDINA,43
MAP,0.02701600400723281,0.021851300564252576,0.009557954088925187,linear,GDINA,44
mp,0.03112308890521202,0.0347255531564823,0.00791491666720734,linear,GDINA,44
MAP,0.030360380164067356,0.02717730374997289,0.006964178336403732,linear,GDINA,45
mp,0.034819118883693226,0.039219857073878754,0.003998860436819736,linear,GDINA,45
MAP,0.02840606337371938,0.03374460275567891,0.0074389465707653,linear,GDINA,46
mp,0.03149366622009057,0.043938276665407186,0.004938100007683334,linear,GDINA,46
MAP,0.026224705528303336,0.012575462822235844,0.009290509175291107,linear,GDINA,47
mp,0.02997802449586631,0.027455720020309292,0.015919254739650356,linear,GDINA,47
MAP,NA,NA,NA,linear,GDINA,48
mp,NA,NA,NA,linear,GDINA,48
MAP,0.03182886560580219,0.023930958174546907,0.007974385110655145,linear,GDINA,49
mp,0.03631134968034115,0.040747521954611614,0.004280331189660529,linear,GDINA,49
MAP,0.03195122429215108,0.03291891566132506,0.005271726661667184,linear,GDINA,50
mp,0.03564542533681111,0.042248645236885596,0.005589393070683975,linear,GDINA,50
MAP,0.03383180202853687,0.02045230793620817,0.013277397070344442,linear,GDINA,51
mp,0.03963725746663382,0.03555989454316759,0.00554600972409345,linear,GDINA,51
MAP,0.029450886441703322,0.02282075826168404,0.011490451765140365,linear,GDINA,52
mp,0.03445823673299814,0.03705566955610197,0.007376327892917774,linear,GDINA,52
MAP,0.031786318803764965,0.01678726760994123,0.012606896804344575,linear,GDINA,53
mp,0.03856732460359017,0.03620758969975839,0.009152132113654513,linear,GDINA,53
MAP,0.028430756070135767,0.02431016464998803,0.002791129177562117,linear,GDINA,54
mp,0.03246837259871189,0.0391122541191978,0.00729378256465361,linear,GDINA,54
MAP,0.03279728645325298,0.022162334456980154,0.010307074740692089,linear,GDINA,55
mp,0.03675803757863113,0.039018477694699516,0.0082291260461791315,linear,GDINA,55
MAP,0.025765141773248,0.011929146018491215,0.0075475903269567116,linear,GDINA,56
